"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000042019";"23345000024201981";"Objeto: Aquisição de Gênero de Alimentação em caráter emergencial.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26412";"Instituto Federal de Educação, Ciência e Tecn";"158304";"IFSULDEMINAS - CAMPUS MACHADO";"MACHADO";"01/01/1900";"";"10115,00"
"000162019";"1876/2019";"Objeto: Serviço de Pilotagem da Lancha do Campus Universitário do Marajó-Breves.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"153063";"UNIVERSIDADE FEDERAL DO PARA";"BELEM";"01/01/1900";"";"13550,00"
"000012019";"21097001339201864";"Objeto: Contratação de serviço de frete para mudança dos bens móveis da agência do IBGE em Jacarezinho/PR para a agência Santo Antônio da Platina/PR.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114623";"UNIDADE ESTADUAL DO IBGE NO PARANA";"CURITIBA";"01/01/1900";"";"1100,00"
"000972018";"10752720161201810";"Objeto: Contratação da prestação do serviço de fornecimento de gás canalizado para a DEMAC-SPO em 2019.";"Dispensa de Licitação";"Publicado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170133";"SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"SAO PAULO";"30/01/2019";"";"1116,00"
"000062019";"23079047247201819";"Objeto: Pregão Eletrônico -  Aquisição de produtos para atender ao Serviço de Medicina Nuclear (Gama - câmara SPECT-CT com instalação).";"Pregão - Registro de Preço";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153152";"HOSPITAL UNIVERSITARIO DA UFRJ";"RIO DE JANEIRO";"08/01/2019";"";"0,00"
"001792018";"709745/2018-05";"Objeto: Pregão Eletrônico -  Implantação de sistema registro de preços, com vigência de doze meses, para aquisição parcelada, conforme necessidade, de material de órteses e próteses (implante coclear vários modelos). O objeto atenderá o Complexo Hospital de Clínicas da UFPR, conforme especificações detalhadas em edital e anexos.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153808";"HOSPITAL DE CLINICAS DA UFPR";"CURITIBA";"04/01/2019";"18/01/2019";"0,00"
"000032019";"81810000532520193";"Objeto: Aquisição de TOKEN";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160328";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"RIO DE JANEIRO";"01/01/1900";"";"1113,53"
"000302019";"23116000350201992";"Objeto: O planejamento dos grupos, a execução de tarefas de práticas esportivas, a construção individual de planilhas com as atividades a serem executadas e os processos avaliatórios e de rendimento, são algumas das atividades a serem desempenhadas pelos educadores físicos. A atividades ocorrerão na periodicidade de 2x por semana, com duração de 1 hora em cada encontro. Período: de 29/01/2019 a 29/04/2019";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26273";"Universidade Federal do Rio Grande";"154042";"UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"RIO GRANDE";"01/01/1900";"";"3900,00"
"000052019";"23070901414201877";"Objeto: Pregão Eletrônico -  Registro de preços para aquisição de Material para Reabilitação - Órteses, Próteses e Materiais Especiais - SIH/SUS (Centralizador para componente femoral cimentado modular e outros). Conforme exigências, condições e quantidades do edital da licitação e seus anexos.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"14/01/2019";"24/01/2019";"5010,24"
"000462019";"231160004072019";"Objeto: Necessidade de realização de serviços e reparos elétricos das Unidades do Campus Santo Antônio da Patrulha.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26273";"Universidade Federal do Rio Grande";"154042";"UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"RIO GRANDE";"01/01/1900";"";"3000,00"
"000012019";"23518000236201931";"Objeto: Contratação de empresa para fornecimento de água mineral em garrafões de 20 litros (regime de comodato) para atender as necessidades do IFPE   Campus Cabo de Santo Agostinho";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e Tecn";"154849";"IFPE - CAMPUS CABO DE SANTO AGOSTINHO";"CABO DE SANTO AGOSTINHO";"01/01/1900";"";"14160,00"
"002612018";"012670/2018";"Objeto: Pregão Eletrônico -  Contratação de pessoa jurídica especializada para a prestação de serviços CONTINUADOS de agenciamento de viagens para voos regulares internacionais e domésticos de passagens aéreas,compreendendo os serviços de emissão, marcação, remarcação, endosso e cancelamento de passagem aérea nacional e internacional.";"Pregão";"Evento de Anulação Publicado";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"VICOSA";"18/01/2019";"";"0,00"
"000032019";"6016201800350701";"Objeto: Pregão Eletrônico -  Registro de preços para aquisição de Peixe Congelado - Filé de Polaca do Alasca sem pele.";"Pregão";"Evento de Alteração Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925013";"PMSP - SECRETARIA MUNICIPAL DE EDUCAÇÃO";"Inválido";"01/01/1900";"12/02/2019";"0,00"
"000022019";"08774000/2019";"Objeto: Destinado a custear consumo de agua canalizada para Sede e CTL,s.";"Inexigibilidade de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194018";"COORDENAÇÃO REG.BAIXO SÃO FRANCISCO/BA";"PAULO AFONSO";"01/01/1900";"";"500,00"
"001232019";"PL.CSG.A.00123";"Objeto: Fornecimento de garrafa térmica 100% inox, inquebrável - para entrega em Aparecida de Goiânia - GO.";"Dispensa de Licitação";"Encerrado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"926130";"DIVISÃO DE CENTRO DE SERV COMPRATILHADOS BSB";"Inválido";"01/01/1900";"28/01/2019";"704,95"
"000012019";"00135214272201805";"Objeto: Confecção e fornecimento de carimbos necessários afim de atender a demanda do Ministério da Mulher, da Família e dos Direitos Humanos.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"81000";"Ministério da Mulher, Família e Direitos Huma";"810005";"COORDENACAO-GERAL DE LOGISTICA - MDH";"BRASILIA";"01/01/1900";"";"7052,00"
"000062018";"63066001790201833";"Objeto: Pregão Eletrônico -  Registro de Preço para aquisição de Dietas usadas na Terapia Nutricional Enteral, Paraenteral e Oral do Serviço de Nutrição deste Hospital Naval (HNRe).";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"783702";"HOSPITAL NAVAL DE RECIFE";"RECIFE";"14/01/2019";"24/01/2019";"46800,00"
"000052019";"35431000319201887";"Objeto: Pagamento de conta/fatura de concessionária pelo fornecimento de água e utilização da rede de esgoto no prédio da Gerência Executiva e Agência do INSS em Santo André/SP";"Inexigibilidade de Licitação";"Publicado";"25000";"Ministério da Economia";"37202";"Instituto Nacional do Seguro Social";"511442";"GERÊNCIA EXECUTIVA SANTO ANDRÉ";"SANTO ANDRE";"17/01/2019";"";"120000,00"
"000022019";"21182000099201947";"Objeto: Serviço de Manutenção Corretiva na impressora HP Designjet 500.";"Dispensa de Licitação";"Revogação";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135040";"EMBRAPA/CNPH";"BRASILIA";"01/01/1900";"";"970,00"
"000042019";"23539008233201815";"Objeto: Aquisição de material de pintura.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155023";"HOSPITAL UNIVERSITÁRIO LAURO WANDERLEY-EBSERH";"JOAO PESSOA";"01/01/1900";"";"5693,43"
"000082019";"11128720147201918";"Objeto: Pagamento de taxa municipal anual referente à remoção de lixo do imóvel da Alfândega da RFB do Porto de Santos, localizado no Município de Guarujá.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170168";"ALFANDEGA DA RFB PORTO DE SANTOS";"SANTOS";"01/01/1900";"";"247,16"
"000062018";"05031002837201887";"Objeto: Pregão Eletrônico -  Aquisição de peças consumíveis das impressoras XEROX Versant 2100 e Versant 80, e Plotter Mimaki CJV 30-160; tonners da impressora Versant 2100; cartuchos da impressora Mimaki CJV 30-160; kits das impressoras HP 5550 e HP 5525; tonners e kits da impressora Brother DCP 8157; tonners e kits da Impressora Kyocera  fs-c8520mfp; tonners e kits da Impressora LEXMARK CX 310 DN; e lonas para banner.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160083";"ESTABELECIMENTO GEN GUSTAVO CORDEIRO FARIAS";"BRASILIA";"17/01/2019";"29/01/2019";"0,00"
"000032019";"23423000124201938";"Objeto: Contratação de pessoa jurídica especializada para a prestação de serviços de montagem/desmontagem/instalação de divisórias para o IFTM Campus Patrocínio.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26413";"Instituto Federal de Educação, Ciência e Tecn";"159001";"INST.FED.TRIANGULO MINEIRO/CAMPUS PATROCINIO";"PATROCINIO";"01/01/1900";"";"11230,00"
"000022019";"15896720003201911";"Objeto: Prestação de serviços de manutenção predial para a DRF/Bauru e ARFs jurisdicionadas.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170135";"DELEGACIA DA RFB EM BAURU";"BAURU";"01/01/1900";"";"19200,00"
"000012019";"50501342669201831";"Objeto: Pregão Eletrônico -  Contratação de serviços de visualização, atualização, impressão e gerenciamento de normas técnicas brasileiras conforme condições, quantidades, exigências e estimativas, estabelecidas no Edital e seus anexos:";"Pregão";"Evento de Resultado de Julgame";"39000";"Ministério dos Transportes, Portos e Aviação ";"39250";"Agência Nacional de Transportes Terrestres";"393001";"AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"BRASILIA";"24/01/2019";"05/02/2019";"17934,80"
"000022019";"23070021365201887";"Objeto: Contrato UFG/FUNAPE.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"GOIANIA";"21/01/2019";"";"1088000,00"
"000292019";"62102018/00080245";"Objeto: Pregão Eletrônico -  Registro de preços para o fornecimento de material médico hospitalar para atender as unidades requisitantes do hospital do servidor público municipal - hspm - (grampeador cirúrgico linear cortante).";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925102";"PMSP-(HSPM)-HOSPITAL DO SERVIDOR PÚBLICO MUN";"Inválido";"01/01/1900";"13/02/2019";"0,00"
"000072019";"25011000004201916";"Objeto: Fornecimento de 80 kg de café e 250 kg de açúcar.";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250012";"NUCLEO ESTADUAL DO MS/AC";"RIO BRANCO";"01/01/1900";"";"1860,10"
"155862018";"PE03815586";"Objeto: Pregão Eletrônico -  Transformador trifásico 13800-460V 300 KVA";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910809";"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A";"BRASILIA";"30/01/2019";"11/02/2019";"0,00"
"000082019";"21199.000081/2019";"Objeto: Aquisição de fontes chaveadas Transformadores e reguladores de pressão de ar.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135029";"EMBRAPA/CNPSO";"LONDRINA";"01/01/1900";"15/01/2019";"2000,00"
"001092018";"705597/2018-41";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços contínuos de nutrição e alimentação hospitalar para atender aos pacientes, seus acompanhantes e funcionários do complexo hospital de clínicas da universidade federal do paraná.";"Pregão";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153808";"HOSPITAL DE CLINICAS DA UFPR";"CURITIBA";"04/01/2019";"18/02/2019";"0,00"
"000132019";"64090004916201714";"Objeto: Atendimento PSA.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160379";"9 BATALHAO DE INFANTARIA MOTORIZADO";"PELOTAS";"16/01/2019";"";"1595,10"
"000012019";"59219000001201960";"Objeto: Contratação de empresa especializada no fornecimento de Distintivo de Lapela a ser disponibilizado aos servidores ocupantes de cargos de Natureza Especial - NES, e comissionados, de nível igual ou superior ao DAS/FCPE 4, que integrarão o Quadro de Pessoal do Ministério do Desenvolvimento Regional - MDR, conforme condições, quantidades e exigências estabelecidas no Termo de Referência - TR.";"Dispensa de Licitação";"Encerrado";"53000";"Ministério do Desenvolvimento Regional";"53000";"Ministério do Desenvolvimento Regional - Unid";"530001";"MDR/SE/SAD/ADMINISTRACAO GERAL";"BRASILIA";"01/01/1900";"16/01/2019";"1004,00"
"000122019";"64594012708201718";"Objeto: Prestação de serviços médicos na especialidade de CIRURGIA GERAL E UROLOGIA";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160416";"HOSPITAL GERAL DE SANTA MARIA";"SANTA MARIA";"05/02/2019";"";"50000,00"
"000012019";"23085000083201968";"Objeto: Pregão Eletrônico -  Concessão de uso onerosa de área destinada à exploração dos serviços de cantina/lanchonete universitária na Unidade Abadia, na Unidade Univerdecidade e no Campus Iturama da UFTM";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26254";"Universidade Federal do Triângulo Mineiro";"153035";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"UBERABA";"29/01/2019";"08/02/2019";"88,55"
"002562018";"23089035847/18-15";"Objeto: Pregão Eletrônico -  Aquisição de Equipamentos para Anfiteatro.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"30/01/2019";"11/02/2019";"0,00"
"130132019";"200-15072-2016";"Objeto: Pregão Eletrônico -  Aquisição de saco plático colorido para Hamper para Unidade de Emergência Dr. Daniel Houly, conforme condições, quantidades e exigências estabelecidas neste instrumento";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"94720";"Estado das Alagoas";"925998";"AGENCIA DE MODERNIZACAO DA GEST. DE PROCESSOS";"Inválido";"01/01/1900";"28/01/2019";"0,00"
"000012019";"3-129-18";"Objeto: Pregão Eletrônico -  O presente Pregão Eletrônico tem por objeto a contratação de empresa especializada na prestação dos serviços de telefonia móvel (voz e dados), bem como o fornecimento de aparelhos smartphones e modems, conforme especificações e quantitativos constantes no EDITAL e em seus anexos.";"Pregão";"Evento de Reabertura de Prazo ";"99900";"República Federativa do Brasil";"94420";"Estado do Rio Grande do Norte";"925880";"COMPANHIA POTIGUAR DE GAS";"Inválido";"01/01/1900";"08/02/2019";"0,00"
"000012019";"000010/2019";"Objeto: Pregão Eletrônico -  Contratação de empresa com expertise em operação e execução da folha de pagamento da Funpresp-Exe, incluindo a retenção de impostos, o recolhimento de encargos e contribuições, além de todos os serviços necessários à plena execução dos processos inerentes à folha de pagamento, abrangendo todos os tipos de vínculos existentes, o acesso remoto para fins de acompanhamento pela Contratante.";"Pregão";"Divulgado";"20113";"Ministério do Planejamento, Desenvolvimento e";"20113";"Ministério do Planejamento, Desenvolvimento e";"926328";"FUND.DE PREVID.COMPL.SERV.PUB.FED.PODER EXEC.";"Inválido";"01/01/1900";"08/02/2019";"63580,00"
"000022019";"23325000067201903";"Objeto: SERVIÇO DE PUBLICAÇÃO LEGAL EM JORNAL DE GRANDE CIRCULAÇÃO REGIONAL PARA ATENDER AS NECESSIDADES DO IFPB- CAMPUS CAMPINA GRANDE, exercício de 2019.";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26417";"Instituto Federal de Educação, Ciência e Tecn";"158281";"INST.FED.DA PARAIBA/CAMPUS CAMPINA GRANDE";"CAMPINA GRANDE";"29/01/2019";"";"1800,00"
